iter	Passed	Remaining
523	13315	12095
524	13341	12070
525	13367	12046
526	13394	12022
527	13419	11996
528	13445	11971
529	13471	11946
530	13499	11922
531	13527	11899
532	13554	11875
533	13585	11855
534	13610	11829
535	13635	11803
536	13659	11777
537	13685	11752
538	13710	11726
539	13735	11700
540	13762	11676
541	13788	11651
542	13813	11625
543	13838	11599
544	13864	11575
545	13890	11550
546	13918	11526
547	13944	11501
548	13971	11477
549	13999	11454
550	14024	11428
551	14051	11403
552	14079	11380
553	14104	11355
554	14132	11331
555	14158	11306
556	14187	11283
557	14214	11259
558	14243	11237
559	14269	11212
560	14296	11187
561	14322	11162
562	14347	11136
563	14373	11111
564	14398	11085
565	14423	11059
566	14448	11033
567	14472	11007
568	14495	10979
569	14520	10953
570	14545	10928
571	14569	10901
572	14595	10876
573	14618	10849
574	14645	10824
575	14670	10798
576	14694	10772
577	14719	10746
578	14746	10722
579	14771	10696
580	14798	10672
581	14824	10646
582	14848	10620
583	14873	10594
584	14896	10567
585	14920	10541
586	14945	10515
587	14970	10489
588	14992	10461
589	15017	10435
590	15041	10409
591	15065	10382
592	15089	10356
593	15116	10331
594	15144	10308
595	15169	10282
596	15196	10258
597	15222	10232
598	15246	10206
599	15270	10180
600	15293	10153
601	15319	10127
602	15345	10102
603	15370	10077
604	15393	10050
605	15418	10024
606	15441	9997
607	15466	9971
608	15491	9945
609	15518	9921
610	15545	9897
611	15571	9871
612	15597	9847
613	15624	9822
614	15648	9796
615	15672	9769
616	15698	9744
617	15721	9718
618	15746	9692
619	15771	9666
620	15795	9640
621	15818	9613
622	15844	9588
623	15868	9561
624	15894	9536
625	15920	9511
626	15944	9485
627	15968	9459
628	15994	9433
629	16019	9408
630	16045	9382
631	16069	9356
632	16091	9329
633	16117	9304
634	16140	9277
635	16163	9250
636	16187	9224
637	16212	9198
638	16234	9171
639	16260	9146
640	16283	9119
641	16310	9095
642	16338	9071
643	16365	9046
644	16391	9021
645	16415	8995
646	16439	8969
647	16464	8943
648	16490	8918
649	16515	8893
650	16540	8867
651	16565	8841
652	16588	8814
653	16613	8789
654	16638	8763
655	16661	8737
656	16685	8711
657	16709	8684
658	16733	8658
659	16756	8631
660	16779	8605
661	16801	8578
662	16824	8552
663	16848	8525
664	16873	8500
665	16900	8475
666	16924	8449
667	16951	8424
668	16972	8397
669	16997	8372
670	17022	8346
671	17048	8321
672	17073	8295
673	17097	8269
674	17119	8242
675	17142	8216
676	17164	8189
677	17189	8163
678	17211	8136
679	17234	8110
680	17259	8084
681	17282	8058
682	17310	8034
683	17335	8008
684	17360	7983
685	17384	7957
686	17409	7931
687	17435	7906
688	17460	7881
689	17483	7854
690	17508	7829
691	17532	7803
692	17554	7776
693	17576	7749
694	17599	7723
695	17623	7697
696	17646	7671
697	17671	7645
698	17700	7622
699	17723	7595
700	17748	7570
701	17777	7546
702	17800	7520
703	17824	7494
704	17848	7468
705	17870	7441
706	17894	7415
707	17916	7389
708	17938	7362
709	17962	7336
710	17985	7310
711	18009	7284
712	18034	7259
713	18057	7233
714	18084	7208
715	18107	7182
716	18132	7156
717	18159	7132
718	18184	7107
719	18209	7081
720	18234	7056
721	18259	7030
722	18283	7004
723	18305	6978
724	18329	6952
725	18352	6926
726	18374	6900
727	18396	6873
728	18420	6847
729	18445	6822
730	18470	6796
731	18494	6771
732	18518	6745
733	18541	6719
734	18565	6693
735	18591	6668
736	18615	6642
737	18639	6617
738	18664	6591
739	18686	6565
740	18710	6539
741	18733	6513
742	18757	6488
743	18780	6462
744	18804	6436
745	18829	6411
746	18854	6385
747	18879	6360
748	18903	6334
749	18930	6310
750	18953	6284
751	18977	6258
752	19000	6232
753	19023	6206
754	19045	6180
755	19069	6154
756	19092	6128
757	19114	6102
758	19137	6076
759	19158	6050
760	19183	6024
761	19206	5999
762	19232	5973
763	19255	5947
764	19279	5922
765	19302	5896
766	19325	5870
767	19348	5844
768	19372	5819
769	19396	5793
770	19421	5768
771	19445	5742
772	19469	5717
773	19492	5691
774	19515	5665
775	19538	5639
776	19562	5614
777	19588	5589
778	19613	5564
779	19638	5538
780	19663	5513
781	19687	5488
782	19713	5463
783	19736	5437
784	19762	5412
785	19784	5386
786	19807	5360
787	19831	5335
788	19854	5309
789	19876	5283
790	19899	5257
791	19923	5232
792	19948	5207
793	19972	5181
794	19998	5156
795	20023	5131
796	20050	5106
797	20078	5082
798	20104	5057
799	20130	5032
800	20160	5008
801	20186	4983
802	20212	4958
803	20240	4934
804	20266	4909
805	20292	4884
806	20318	4859
807	20346	4834
808	20376	4810
809	20405	4786
810	20432	4761
811	20458	4736
812	20484	4711
813	20508	4686
814	20533	4661
815	20559	4636
816	20586	4611
817	20611	4586
818	20635	4560
819	20661	4535
820	20687	4510
821	20712	4485
822	20738	4460
823	20763	4434
824	20791	4410
825	20819	4385
826	20845	4360
827	20870	4335
828	20895	4310
829	20919	4284
830	20943	4259
831	20969	4234
832	20992	4208
833	21018	4183
834	21040	4157
835	21063	4132
836	21086	4106
837	21112	4081
838	21136	4056
839	21165	4031
840	21191	4006
841	21215	3981
842	21240	3955
843	21267	3930
844	21296	3906
845	21320	3880
846	21346	3855
847	21371	3830
848	21398	3805
849	21422	3780
850	21447	3755
851	21473	3730
852	21499	3704
853	21527	3680
854	21558	3656
855	21585	3631
856	21611	3606
857	21634	3580
858	21657	3555
859	21682	3529
860	21707	3504
861	21730	3478
862	21752	3453
863	21774	3427
864	21796	3401
865	21820	3376
866	21843	3350
867	21868	3325
868	21893	3300
869	21922	3275
870	21948	3250
871	21974	3225
872	21993	3199
873	22014	3173
874	22042	3148
875	22073	3124
876	22101	3099
877	22126	3074
878	22151	3049
879	22174	3023
880	22197	2998
881	22222	2973
882	22247	2947
883	22271	2922
884	22297	2897
885	22324	2872
886	22351	2847
887	22378	2822
888	22401	2796
889	22426	2771
890	22449	2746
891	22469	2720
892	22491	2694
893	22520	2670
894	22545	2644
895	22571	2619
896	22597	2594
897	22622	2569
898	22650	2544
899	22678	2519
900	22705	2494
901	22732	2469
902	22759	2444
903	22783	2419
904	22807	2394
905	22831	2368
906	22856	2343
907	22882	2318
908	22909	2293
909	22933	2268
910	22956	2242
911	22980	2217
912	23007	2192
913	23036	2167
914	23065	2142
915	23097	2118
916	23126	2093
917	23151	2068
918	23178	2042
919	23202	2017
920	23230	1992
921	23255	1967
922	23279	1942
923	23303	1916
924	23326	1891
925	23351	1866
926	23376	1840
927	23403	1815
928	23431	1790
929	23459	1765
930	23487	1740
931	23513	1715
932	23539	1690
933	23563	1665
934	23589	1639
935	23617	1614
936	23642	1589
937	23667	1564
938	23692	1539
939	23718	1513
940	23741	1488
941	23766	1463
942	23788	1437
943	23814	1412
944	23839	1387
945	23869	1362
946	23894	1337
947	23919	1312
948	23946	1286
949	23968	1261
950	23993	1236
951	24017	1210
952	24039	1185
953	24064	1160
954	24086	1134
955	24110	1109
956	24133	1084
957	24156	1059
958	24179	1033
959	24203	1008
960	24230	983
961	24255	958
962	24283	933
963	24307	907
964	24330	882
965	24354	857
966	24377	831
967	24400	806
968	24424	781
969	24448	756
970	24474	730
971	24496	705
972	24520	680
973	24542	655
974	24565	629
975	24590	604
976	24612	579
977	24638	554
978	24660	528
979	24688	503
980	24713	478
981	24739	453
982	24761	428
983	24788	403
984	24810	377
985	24835	352
986	24859	327
987	24882	302
988	24904	276
989	24927	251
990	24951	226
991	24976	201
992	25002	176
993	25024	151
994	25050	125
995	25074	100
996	25099	75
997	25123	50
998	25147	25
999	25171	0
