iter	Logloss
185	0.2918512668
186	0.2917422817
187	0.2916379892
188	0.2915027351
189	0.2914319573
190	0.2913406736
191	0.2912918067
192	0.2912197085
193	0.2911554966
194	0.2910509699
195	0.290969694
196	0.2908842768
197	0.290796864
198	0.2907059648
199	0.2905890279
200	0.2905250001
201	0.2904787353
202	0.2903758908
203	0.2902772676
204	0.290217444
205	0.2901313899
206	0.2900179703
207	0.2899015523
208	0.2897649283
209	0.2896410699
210	0.2895623729
211	0.2894781213
212	0.2893896884
213	0.2893216376
214	0.2892314272
215	0.2891693675
216	0.2890703308
217	0.288979412
218	0.2888948961
219	0.2888296873
220	0.2887201872
221	0.2886174329
222	0.288555149
223	0.2884630461
224	0.2883814829
225	0.2882793818
226	0.2881990041
227	0.2881261615
228	0.2880662262
229	0.2879745018
230	0.2879243657
231	0.2878319338
232	0.2877359635
233	0.2876461827
234	0.2875969551
235	0.2875197076
236	0.28743164
237	0.2873800193
238	0.2872944676
239	0.2872454653
240	0.2871505876
241	0.287049073
242	0.2869680284
243	0.2868925244
244	0.2868329084
245	0.2867363794
246	0.286651271
247	0.2865773909
248	0.2864771934
249	0.2864136876
250	0.2863577417
251	0.2863017023
252	0.2862311239
253	0.2861327026
254	0.2860041547
255	0.2859344392
256	0.2858767597
257	0.2857948706
258	0.2857031752
259	0.2856523451
260	0.2855815541
261	0.2855280534
262	0.285468299
263	0.2853590481
264	0.2853004078
265	0.2852405373
266	0.2851237885
267	0.2850455926
268	0.284967599
269	0.2848877583
270	0.2848170998
271	0.2847416832
272	0.2846572547
273	0.2845839971
274	0.2845086532
275	0.2844339545
276	0.2843358846
277	0.2842495771
278	0.2841508846
279	0.2840915183
280	0.2839929336
281	0.28391648
282	0.2838727605
283	0.283812637
284	0.2837244504
285	0.2836563717
286	0.2835516545
287	0.2834620096
288	0.2833733673
289	0.2833348432
290	0.283295456
291	0.2832397352
292	0.2831660573
293	0.2831268897
294	0.2830602793
295	0.283008423
296	0.2829607773
297	0.282872607
298	0.2827794723
299	0.2826967502
300	0.2826237925
301	0.2825631117
302	0.2825005037
303	0.2824223661
304	0.2823495034
305	0.2823027055
306	0.2822409392
307	0.2821740879
308	0.2820783177
309	0.2820076694
310	0.2819265095
311	0.2818637475
312	0.2818101667
313	0.2817203433
314	0.2816633463
315	0.2815957677
316	0.2815153812
317	0.2814577465
318	0.2814017076
319	0.2813131305
320	0.2812527795
321	0.281201889
322	0.2810808326
323	0.2809900452
324	0.2809418797
325	0.2808637537
326	0.2808195421
327	0.2807736429
328	0.2807202744
329	0.2806502135
330	0.2805772125
331	0.2804929933
332	0.2804610928
333	0.2803992393
334	0.2803283603
335	0.2802571961
336	0.2801977135
337	0.2801048124
338	0.2800409467
339	0.2799650946
340	0.2798559037
341	0.279778111
342	0.279697
343	0.2796477205
344	0.2796124338
345	0.2795698391
346	0.279497733
347	0.2794340612
348	0.2793522804
349	0.2792592326
350	0.2791785527
351	0.279121216
352	0.2790543972
353	0.278987358
354	0.2789174349
355	0.2788438246
356	0.278763215
357	0.2787032687
358	0.278625471
359	0.2785691814
360	0.2784960748
361	0.2784399389
362	0.2783547105
363	0.2783056215
364	0.2782540246
365	0.2781940434
366	0.2781580738
367	0.2781017767
368	0.2780234506
369	0.2779618448
370	0.2779050775
371	0.2778337895
372	0.2777698855
373	0.2776920995
374	0.2776291167
375	0.2775842552
376	0.2775305789
377	0.277474068
378	0.27742006
379	0.2773387808
380	0.277287745
381	0.2772004392
382	0.2771419033
383	0.2770929104
384	0.2770422126
385	0.2769941543
386	0.2769349046
387	0.2768787798
388	0.2768177703
389	0.2767534732
390	0.2767110957
391	0.2766504916
392	0.2765980229
393	0.2765343177
394	0.2764871369
395	0.2764581352
396	0.2763995158
397	0.2763414202
398	0.2762607846
399	0.2762100649
400	0.2761330669
401	0.2760757744
402	0.2760295447
403	0.2759886541
404	0.2759386849
405	0.275870773
406	0.2758015511
407	0.275743883
408	0.2756873078
409	0.2756386028
410	0.2755742641
411	0.2754906558
412	0.2754112572
413	0.2753641743
414	0.2753200995
415	0.2752801513
416	0.2752329795
417	0.2751927118
418	0.2751255146
419	0.2750838065
420	0.2750486846
421	0.2749775323
422	0.2749374913
423	0.274889797
424	0.2748135855
425	0.274762637
426	0.2747025812
427	0.274674601
428	0.2745871816
429	0.274528186
430	0.2744917137
431	0.2744415154
432	0.2743576819
433	0.2743175923
434	0.2742685296
435	0.2741879669
436	0.2741076936
437	0.2740332328
438	0.2739801443
439	0.2739431909
440	0.2738781402
441	0.273820127
442	0.2737682425
443	0.2737315247
444	0.2736553406
445	0.2735963326
446	0.2735349535
447	0.2734987991
448	0.273451326
449	0.2734064234
450	0.2733363543
451	0.2732826269
452	0.2732154607
453	0.2731537428
454	0.2730902961
455	0.2730356824
456	0.2729774152
457	0.2729530696
458	0.2728939444
459	0.2728513283
460	0.2727875566
461	0.2727081698
462	0.2726467743
463	0.2725833071
464	0.2725421821
465	0.2724873676
466	0.2724287385
467	0.2723740205
468	0.2722993608
469	0.2722702692
470	0.2722096584
471	0.2721463245
472	0.2720929984
473	0.2720447225
474	0.2719915785
475	0.2719317008
476	0.2718646097
477	0.2718257423
478	0.2717920947
479	0.2717088845
480	0.2716372896
481	0.2715870274
482	0.2715362914
483	0.2714547916
484	0.2713952391
485	0.271357141
486	0.2712859409
487	0.2712407042
488	0.271174925
489	0.2711250682
490	0.2710445981
491	0.2709735478
492	0.2709523734
493	0.2709017698
494	0.270825371
495	0.2707695058
496	0.2706986122
497	0.2706458425
498	0.2705977701
499	0.2705586131
500	0.2704916208
501	0.2704304358
502	0.2703764137
503	0.2703251763
504	0.2702880426
505	0.2702666232
506	0.2702250178
507	0.2701621838
508	0.2701033247
509	0.2700332467
510	0.2699899512
511	0.2699469964
512	0.2698928486
513	0.2698564623
514	0.2698148651
515	0.2697730336
516	0.2697299977
517	0.2696889761
518	0.2696328149
519	0.2695939623
520	0.2695082675
521	0.2694375173
522	0.2693891187
523	0.2693508428
524	0.2692838903
525	0.2692194277
526	0.2691726796
527	0.2691353728
528	0.2690910352
529	0.2690531108
530	0.2689925399
531	0.2689169645
532	0.2688772105
533	0.2688111979
534	0.2687705117
535	0.2687155441
536	0.2686746398
537	0.2686201344
538	0.2685696948
539	0.2684907841
540	0.2684197461
541	0.2683622035
542	0.2683259419
543	0.2682874176
544	0.2682470177
545	0.2681901599
546	0.2681400438
547	0.2680930396
548	0.2680269689
549	0.2679836711
550	0.2679533971
551	0.2679058276
552	0.2678362021
553	0.2677997198
554	0.2677592658
555	0.2677266462
556	0.2676670223
557	0.2676285124
558	0.2675789361
559	0.2675407685
560	0.2674955109
561	0.267449335
562	0.2674214636
563	0.2673729729
564	0.2673348915
565	0.2672885397
566	0.2672286447
567	0.2671825961
568	0.2671484014
569	0.2671096175
570	0.2670436195
571	0.2670153401
572	0.2669617117
573	0.2669181759
574	0.266862046
575	0.2667819861
576	0.2667173638
577	0.266676297
578	0.266591994
579	0.2665560526
580	0.2664995592
581	0.2664535054
582	0.2664064586
583	0.2663599194
584	0.2663080993
585	0.2662665084
586	0.26622317
587	0.266174079
588	0.2661302251
589	0.2660808592
590	0.2660533308
591	0.2660165067
592	0.2659579575
593	0.2659245954
594	0.2658633455
595	0.2658249263
596	0.2657613071
597	0.2657264927
598	0.265674138
599	0.265634035
600	0.2655961839
601	0.2655696596
602	0.2655268551
603	0.265481624
604	0.2654294966
605	0.2653513289
606	0.2653312701
607	0.2652882249
608	0.2652275924
609	0.2651737984
610	0.2651179397
611	0.2650545058
612	0.2650016611
613	0.2649548398
614	0.2649181714
615	0.2648805821
616	0.2648281944
617	0.2647765935
618	0.2647271775
619	0.2646707794
620	0.2646361162
621	0.2645962351
622	0.2645608306
623	0.2645064198
624	0.2644300162
625	0.2643816409
626	0.2643394672
627	0.2642963441
628	0.2642516116
629	0.2641836097
630	0.2641515009
631	0.2641021258
632	0.2640551111
633	0.2640068072
634	0.2639695384
635	0.2639341086
636	0.2638738085
637	0.2638294945
638	0.2637884106
639	0.2637409469
640	0.2637127092
641	0.2636674334
642	0.2636153701
643	0.263556465
644	0.2634983972
645	0.2634569439
646	0.2634180861
647	0.2633736424
648	0.2633120652
649	0.2632998742
650	0.2632398774
651	0.2632006009
652	0.2631707815
653	0.2631143363
654	0.2630582064
655	0.2630185502
656	0.2629689753
657	0.262899252
658	0.2628598842
659	0.2628227051
660	0.2627637702
661	0.2627228371
662	0.2626730972
663	0.2626411466
664	0.2625740141
665	0.2625383132
666	0.2624822317
667	0.2624238701
668	0.2623867682
669	0.2623344034
670	0.2622956078
671	0.2622430934
672	0.2621909692
673	0.2621589445
674	0.26211665
675	0.2620820581
676	0.262037609
677	0.2619987477
678	0.2619437005
679	0.2618709556
680	0.2618341414
681	0.2617964635
682	0.2617441998
683	0.2617077854
684	0.2616343366
685	0.2615808765
686	0.2615295418
687	0.2614735175
688	0.2614407699
689	0.2614048565
690	0.2613732725
691	0.2613239151
692	0.2612844387
693	0.2612278007
694	0.2611754635
695	0.2611349927
696	0.2611073156
697	0.2610706787
698	0.261031835
699	0.2609930092
700	0.2609597783
701	0.2609192563
702	0.2608726373
703	0.2608370209
704	0.260801766
705	0.2607556852
706	0.2606991083
707	0.2606531339
708	0.260611956
709	0.260576007
710	0.2605426397
711	0.2604935098
712	0.2604333992
713	0.2603971321
714	0.2603385846
715	0.2602840602
716	0.2602522707
717	0.2602136368
718	0.2601854389
719	0.2601424617
720	0.2600906864
721	0.2600413378
722	0.2599833695
723	0.259954491
724	0.2599128209
725	0.2598557399
726	0.2598150039
727	0.2597773348
728	0.2597242155
729	0.2596853966
730	0.2596274374
731	0.2595920142
732	0.2595615851
733	0.2595295446
734	0.259493544
735	0.2594197332
736	0.2593796698
737	0.2593321015
738	0.2592853472
739	0.2592585422
740	0.2592101352
741	0.2591779517
742	0.2591418931
743	0.2591146615
744	0.2590807136
745	0.259054575
746	0.2590167498
747	0.2589545974
748	0.258917124
749	0.2588627836
750	0.2588360589
751	0.2587988928
752	0.2587486692
753	0.2586949617
754	0.2586608903
755	0.2586120802
756	0.2585516816
757	0.2584788119
758	0.2584507029
759	0.2584214069
760	0.2583807085
761	0.2583420784
762	0.2583039329
763	0.2582614065
764	0.2582357308
765	0.2582046878
766	0.2581719483
767	0.2581266295
768	0.2580976772
769	0.2580692363
770	0.2580266578
771	0.2579836581
772	0.2579465289
773	0.2578961579
774	0.2578610762
775	0.2578154225
776	0.2577654457
777	0.2577241383
778	0.257679207
779	0.2576183435
780	0.2575880664
781	0.2575519112
782	0.2575008
783	0.2574683281
784	0.2574169674
785	0.2573791011
786	0.2573456879
787	0.2573104759
788	0.2572777885
789	0.2572306426
790	0.257197615
791	0.2571657159
792	0.2571376954
793	0.2570785543
794	0.2570368376
795	0.2570105116
796	0.2569476392
797	0.256903001
798	0.2568534679
799	0.2568224236
800	0.2567801485
801	0.2567327475
802	0.2566924208
803	0.2566482677
804	0.2566141659
805	0.2565289481
806	0.2564585894
807	0.2564199476
808	0.256386013
809	0.2563320348
810	0.2562967127
811	0.2562734978
812	0.256207285
813	0.2561726063
814	0.2561295473
815	0.2560881114
816	0.256061607
817	0.2560145408
818	0.255980407
819	0.2559336925
820	0.2558737227
821	0.2558517738
822	0.25581735
823	0.2557676303
824	0.2557258406
825	0.2556967702
826	0.2556427953
827	0.2555905667
828	0.2555465757
829	0.2554919663
830	0.2554561949
831	0.2554236085
832	0.2553847594
833	0.2553453734
834	0.2553042022
835	0.2552508094
836	0.255214098
837	0.2551507064
838	0.2551207469
839	0.2550883626
840	0.2550551203
841	0.2550381812
842	0.2549886331
843	0.2549393395
844	0.2548977334
845	0.2548769811
846	0.2548331438
847	0.2547943035
848	0.2547423128
849	0.2547140163
850	0.2546854202
851	0.2546372692
852	0.254604968
853	0.2545484229
854	0.254498096
855	0.2544692466
856	0.254417984
857	0.2543899872
858	0.2543569457
859	0.2543251519
860	0.2542866195
861	0.2542632124
862	0.2542284359
863	0.2541955573
864	0.2541575445
865	0.2541122777
866	0.2540896802
867	0.2540484351
868	0.2540082603
869	0.2539571035
870	0.2539023908
871	0.2538605394
872	0.2538314706
873	0.2537662722
874	0.2537329465
875	0.2537019149
876	0.2536635836
877	0.2536397369
878	0.2536040809
879	0.2535760553
880	0.2535412295
881	0.2534937124
882	0.2534507285
883	0.2533929205
884	0.2533730299
885	0.2533414076
886	0.2533171504
887	0.2532793466
888	0.2532458694
889	0.2531886644
890	0.2531549161
891	0.2531110368
892	0.2530688836
893	0.2530407415
894	0.2530011947
895	0.2529468448
896	0.2528951491
897	0.2528406312
898	0.252810865
899	0.2527630789
900	0.2527191661
901	0.2526877068
902	0.252652199
903	0.2526037052
904	0.252566677
905	0.2525290934
906	0.2524937417
907	0.2524477366
908	0.2523934179
909	0.2523522299
910	0.2523112968
911	0.2522861276
912	0.2522445552
913	0.2522277736
914	0.2521759693
915	0.2521466898
916	0.2520964912
917	0.2520660056
918	0.2520154732
919	0.2519905732
920	0.2519446603
921	0.2519176016
922	0.2518645541
923	0.2518561152
924	0.2518287462
925	0.2517849834
926	0.2517283432
927	0.2516847923
928	0.2516288826
929	0.2516028391
930	0.2515707005
931	0.2515116724
932	0.2514640818
933	0.2514214186
934	0.2513772309
935	0.2513488052
936	0.251305652
937	0.2512596315
938	0.2512086354
939	0.2511794329
940	0.2511178814
941	0.2510876596
942	0.2510569996
943	0.2510006068
944	0.2509482131
945	0.2509264278
946	0.2508932729
947	0.2508494451
948	0.2508127715
949	0.2507794832
950	0.2507438626
951	0.2506988969
952	0.2506684685
953	0.250620007
954	0.2505751023
955	0.2505213095
956	0.2504830171
957	0.250448544
958	0.2503946222
959	0.2503579128
960	0.2503134143
961	0.2502635679
962	0.250198507
963	0.250167852
964	0.2501387634
965	0.2501162828
966	0.2500933986
967	0.2500622952
968	0.2500242502
969	0.2499856956
970	0.2499392424
971	0.2499181352
972	0.249863439
973	0.2498395143
974	0.2497942554
975	0.2497654362
976	0.2497552795
977	0.2496926768
978	0.2496548786
979	0.2496093891
980	0.2495718565
981	0.2495301571
982	0.2495162204
983	0.2494713442
984	0.2494310202
985	0.2494061281
986	0.249353936
987	0.2492946355
988	0.2492662385
989	0.2492000237
990	0.2491562204
991	0.2491017319
992	0.2490419858
993	0.2490137727
994	0.2489730868
995	0.2489194395
996	0.2488557288
997	0.2488075208
998	0.2487636889
999	0.2487517459
