iter	Passed	Remaining
489	8849	9211
490	8868	9193
491	8887	9176
492	8904	9157
493	8921	9138
494	8940	9121
495	8958	9102
496	8975	9083
497	8992	9064
498	9009	9045
499	9026	9026
500	9043	9007
501	9061	8989
502	9079	8970
503	9097	8952
504	9115	8934
505	9133	8917
506	9154	8901
507	9172	8883
508	9189	8864
509	9207	8846
510	9224	8827
511	9243	8810
512	9260	8791
513	9276	8771
514	9292	8751
515	9310	8732
516	9326	8713
517	9345	8695
518	9363	8677
519	9380	8659
520	9398	8640
521	9415	8622
522	9432	8603
523	9451	8585
524	9469	8567
525	9486	8548
526	9504	8530
527	9521	8511
528	9539	8493
529	9556	8474
530	9573	8455
531	9591	8437
532	9610	8420
533	9630	8403
534	9648	8385
535	9666	8368
536	9686	8351
537	9705	8334
538	9725	8317
539	9742	8298
540	9758	8279
541	9775	8260
542	9794	8243
543	9811	8224
544	9827	8204
545	9843	8184
546	9859	8165
547	9876	8146
548	9892	8126
549	9908	8107
550	9926	8088
551	9944	8070
552	9961	8052
553	9981	8035
554	9999	8017
555	10018	7999
556	10037	7982
557	10054	7964
558	10072	7946
559	10091	7929
560	10108	7910
561	10126	7891
562	10142	7872
563	10159	7853
564	10175	7834
565	10192	7815
566	10208	7796
567	10225	7777
568	10243	7759
569	10260	7740
570	10278	7722
571	10296	7704
572	10314	7686
573	10332	7668
574	10352	7651
575	10371	7634
576	10391	7617
577	10409	7599
578	10428	7582
579	10445	7564
580	10464	7546
581	10482	7528
582	10501	7511
583	10519	7493
584	10536	7474
585	10553	7456
586	10570	7437
587	10589	7419
588	10606	7401
589	10624	7382
590	10641	7364
591	10659	7346
592	10676	7328
593	10693	7309
594	10709	7289
595	10725	7270
596	10741	7251
597	10756	7231
598	10772	7211
599	10790	7193
600	10808	7175
601	10826	7157
602	10844	7139
603	10864	7123
604	10883	7105
605	10903	7088
606	10923	7072
607	10944	7056
608	10963	7039
609	10981	7020
610	10997	7001
611	11013	6982
612	11029	6963
613	11046	6944
614	11061	6924
615	11078	6906
616	11096	6887
617	11114	6870
618	11133	6853
619	11152	6835
620	11169	6816
621	11188	6799
622	11205	6780
623	11221	6761
624	11239	6743
625	11256	6724
626	11273	6706
627	11291	6688
628	11308	6669
629	11325	6651
630	11344	6634
631	11363	6616
632	11384	6600
633	11403	6583
634	11421	6565
635	11439	6547
636	11457	6529
637	11474	6510
638	11493	6493
639	11510	6474
640	11527	6456
641	11545	6438
642	11563	6419
643	11581	6402
644	11597	6383
645	11615	6365
646	11631	6345
647	11647	6327
648	11663	6307
649	11681	6290
650	11699	6272
651	11718	6254
652	11736	6236
653	11753	6218
654	11771	6200
655	11789	6182
656	11808	6164
657	11825	6146
658	11843	6128
659	11858	6109
660	11876	6090
661	11893	6072
662	11909	6053
663	11924	6034
664	11940	6015
665	11957	5996
666	11976	5979
667	11994	5961
668	12016	5945
669	12040	5930
670	12063	5914
671	12082	5897
672	12100	5879
673	12117	5861
674	12133	5842
675	12149	5823
676	12166	5804
677	12185	5787
678	12201	5768
679	12218	5750
680	12236	5732
681	12254	5714
682	12274	5696
683	12292	5678
684	12309	5660
685	12327	5642
686	12344	5624
687	12361	5605
688	12379	5587
689	12395	5569
690	12413	5550
691	12429	5532
692	12445	5513
693	12462	5494
694	12478	5476
695	12495	5457
696	12514	5440
697	12533	5422
698	12551	5404
699	12572	5388
700	12592	5371
701	12615	5355
702	12634	5337
703	12655	5320
704	12673	5303
705	12692	5285
706	12710	5267
707	12726	5248
708	12744	5230
709	12760	5211
710	12776	5193
711	12795	5175
712	12813	5157
713	12832	5140
714	12849	5121
715	12868	5104
716	12886	5086
717	12903	5068
718	12920	5049
719	12938	5031
720	12957	5014
721	12978	4997
722	13002	4981
723	13023	4964
724	13044	4947
725	13067	4931
726	13102	4920
727	13130	4905
728	13154	4890
729	13174	4872
730	13196	4856
731	13223	4841
732	13240	4823
733	13257	4804
734	13273	4785
735	13289	4766
736	13305	4748
737	13322	4729
738	13338	4710
739	13355	4692
740	13373	4674
741	13392	4656
742	13411	4638
743	13430	4621
744	13448	4603
745	13466	4585
746	13484	4566
747	13500	4548
748	13519	4530
749	13537	4512
750	13552	4493
751	13568	4474
752	13585	4456
753	13602	4437
754	13619	4419
755	13636	4401
756	13654	4383
757	13672	4364
758	13689	4346
759	13705	4328
760	13722	4309
761	13741	4291
762	13759	4274
763	13777	4255
764	13794	4237
765	13817	4221
766	13840	4204
767	13861	4187
768	13881	4169
769	13902	4152
770	13923	4135
771	13950	4119
772	13970	4102
773	14001	4088
774	14018	4070
775	14036	4051
776	14053	4033
777	14070	4014
778	14087	3996
779	14104	3978
780	14121	3959
781	14137	3941
782	14154	3922
783	14173	3904
784	14192	3887
785	14208	3868
786	14227	3850
787	14245	3832
788	14262	3814
789	14279	3795
790	14297	3777
791	14314	3759
792	14332	3741
793	14349	3723
794	14366	3704
795	14384	3686
796	14400	3667
797	14415	3649
798	14431	3630
799	14447	3611
800	14464	3593
801	14482	3575
802	14500	3557
803	14518	3539
804	14536	3521
805	14553	3502
806	14572	3485
807	14591	3467
808	14608	3449
809	14625	3430
810	14641	3412
811	14657	3393
812	14674	3375
813	14689	3356
814	14704	3337
815	14720	3319
816	14736	3300
817	14754	3282
818	14774	3265
819	14792	3247
820	14809	3228
821	14827	3210
822	14845	3192
823	14863	3174
824	14882	3156
825	14900	3138
826	14918	3120
827	14936	3102
828	14952	3084
829	14972	3066
830	14988	3048
831	15005	3029
832	15021	3011
833	15039	2993
834	15057	2975
835	15074	2957
836	15094	2939
837	15112	2921
838	15129	2903
839	15145	2884
840	15163	2866
841	15182	2848
842	15198	2830
843	15214	2812
844	15230	2793
845	15247	2775
846	15263	2757
847	15281	2739
848	15299	2721
849	15316	2702
850	15335	2685
851	15353	2667
852	15371	2649
853	15389	2631
854	15409	2613
855	15425	2594
856	15442	2576
857	15460	2558
858	15477	2540
859	15494	2522
860	15510	2504
861	15526	2485
862	15542	2467
863	15559	2449
864	15575	2430
865	15595	2413
866	15612	2394
867	15630	2377
868	15648	2358
869	15667	2341
870	15686	2323
871	15703	2305
872	15720	2286
873	15738	2268
874	15756	2250
875	15773	2232
876	15790	2214
877	15808	2196
878	15826	2178
879	15842	2160
880	15858	2142
881	15874	2123
882	15891	2105
883	15908	2087
884	15927	2069
885	15944	2051
886	15961	2033
887	15979	2015
888	15997	1997
889	16018	1979
890	16035	1961
891	16052	1943
892	16069	1925
893	16086	1907
894	16103	1889
895	16119	1871
896	16136	1852
897	16155	1834
898	16171	1816
899	16188	1798
900	16206	1780
901	16226	1762
902	16245	1745
903	16262	1726
904	16280	1708
905	16298	1690
906	16317	1673
907	16334	1655
908	16352	1637
909	16370	1619
910	16387	1600
911	16405	1582
912	16421	1564
913	16438	1546
914	16455	1528
915	16471	1510
916	16488	1492
917	16505	1474
918	16522	1456
919	16540	1438
920	16559	1420
921	16576	1402
922	16594	1384
923	16611	1366
924	16628	1348
925	16647	1330
926	16665	1312
927	16681	1294
928	16698	1276
929	16714	1258
930	16730	1239
931	16747	1221
932	16764	1203
933	16781	1185
934	16798	1167
935	16817	1149
936	16835	1131
937	16854	1114
938	16872	1096
939	16888	1078
940	16906	1060
941	16922	1041
942	16939	1023
943	16959	1006
944	16976	988
945	16993	970
946	17011	952
947	17027	934
948	17044	915
949	17063	898
950	17082	880
951	17101	862
952	17121	844
953	17140	826
954	17158	808
955	17177	790
956	17196	772
957	17213	754
958	17231	736
959	17249	718
960	17267	700
961	17285	682
962	17301	664
963	17318	646
964	17334	628
965	17354	610
966	17373	592
967	17392	574
968	17411	557
969	17428	539
970	17446	521
971	17463	503
972	17481	485
973	17499	467
974	17517	449
975	17535	431
976	17552	413
977	17569	395
978	17586	377
979	17603	359
980	17621	341
981	17637	323
982	17656	305
983	17677	287
984	17695	269
985	17714	251
986	17732	233
987	17751	215
988	17769	197
989	17786	179
990	17804	161
991	17821	143
992	17839	125
993	17856	107
994	17872	89
995	17889	71
996	17906	53
997	17924	35
998	17941	17
999	17959	0
