iter	Logloss
626	0.3045417093
627	0.3044744739
628	0.3044158284
629	0.3043774926
630	0.3043022446
631	0.3042590602
632	0.3042099004
633	0.3041480888
634	0.3040846808
635	0.3040207869
636	0.3039574453
637	0.303911079
638	0.3038580916
639	0.3038168962
640	0.3037636362
641	0.3037111157
642	0.3036500685
643	0.3036108972
644	0.3035698393
645	0.3035049936
646	0.3034705272
647	0.3033975473
648	0.3033589899
649	0.3032689245
650	0.3032211391
651	0.303168157
652	0.3031323775
653	0.3030938777
654	0.3030364125
655	0.3029727451
656	0.3028883098
657	0.3028370011
658	0.302795499
659	0.3027575272
660	0.3027253133
661	0.3026658832
662	0.3026124172
663	0.3025641677
664	0.3025142458
665	0.3024654033
666	0.3024208746
667	0.3023776121
668	0.3023240907
669	0.3022635317
670	0.3022177553
671	0.3021644493
672	0.3021143489
673	0.3020458389
674	0.3020071709
675	0.3019829212
676	0.3019276948
677	0.3018821896
678	0.3018409701
679	0.3018153724
680	0.3017622372
681	0.3016985512
682	0.301648907
683	0.3016090846
684	0.3015430654
685	0.3014911552
686	0.3014298179
687	0.3013777207
688	0.301312895
689	0.3012841238
690	0.3012274372
691	0.3011875136
692	0.3011328956
693	0.30105385
694	0.3010213917
695	0.3009767203
696	0.3009349096
697	0.3008867203
698	0.3008642212
699	0.3007883294
700	0.3007340732
701	0.300682879
702	0.300646773
703	0.3006038028
704	0.3005715627
705	0.3005196709
706	0.3004683554
707	0.3004450498
708	0.3003907157
709	0.3003332653
710	0.300290852
711	0.3002223847
712	0.3001628568
713	0.3001278183
714	0.3000908095
715	0.3000314111
716	0.2999790855
717	0.2999333119
718	0.2998992327
719	0.2998691078
720	0.2998187154
721	0.2997509822
722	0.2996957929
723	0.2996336323
724	0.2995970679
725	0.2995369353
726	0.2994906823
727	0.2994248895
728	0.2993808968
729	0.2993402393
730	0.299304958
731	0.2992552882
732	0.2991976619
733	0.2991257506
734	0.2990747487
735	0.2990227866
736	0.298946567
737	0.2989109553
738	0.2988880201
739	0.2988541518
740	0.2987976986
741	0.2987635883
742	0.2987215124
743	0.2986749998
744	0.2986368611
745	0.2986101802
746	0.2985486364
747	0.298509813
748	0.2984444079
749	0.2983929405
750	0.2983520885
751	0.2983202222
752	0.2982687207
753	0.298227868
754	0.2981899043
755	0.2981528447
756	0.2981211711
757	0.2980760483
758	0.298030355
759	0.2980209125
760	0.2979613792
761	0.2979194854
762	0.2978602125
763	0.297796848
764	0.2977496965
765	0.2977077742
766	0.2976803461
767	0.2976380868
768	0.297595243
769	0.297572839
770	0.297542581
771	0.2974672923
772	0.2974348642
773	0.2973710873
774	0.2973227612
775	0.2973015951
776	0.2972757817
777	0.2972118993
778	0.2971749494
779	0.2971094044
780	0.297064344
781	0.2970365462
782	0.2970105011
783	0.2969660692
784	0.2969082622
785	0.2968512166
786	0.2967870309
787	0.2967380929
788	0.2966837036
789	0.2966440935
790	0.2966004523
791	0.2965457561
792	0.2964984527
793	0.2964357841
794	0.2963908065
795	0.2963339676
796	0.2963063978
797	0.2962400493
798	0.2961917431
799	0.2961441752
800	0.2960934033
801	0.2960377749
802	0.2959908744
803	0.2959287253
804	0.2959001796
805	0.2958557821
806	0.2958373136
807	0.2957764263
808	0.2957224988
809	0.2956647297
810	0.2956089406
811	0.2955615369
812	0.2954899689
813	0.2954788264
814	0.2954413834
815	0.2954198663
816	0.2953764493
817	0.2953274995
818	0.2952832116
819	0.2952581948
820	0.2952092036
821	0.2951477642
822	0.2951256111
823	0.2950857632
824	0.2950387182
825	0.2949991195
826	0.2949677
827	0.2949044745
828	0.2948772045
829	0.29485013
830	0.2948369491
831	0.2947683387
832	0.2947315317
833	0.2946928366
834	0.2946082161
835	0.2945483547
836	0.2944929395
837	0.2944565925
838	0.2944209819
839	0.2943840012
840	0.2943437073
841	0.2942886379
842	0.2942649646
843	0.2942279004
844	0.2941702526
845	0.2941205808
846	0.2940804061
847	0.2940401367
848	0.2939966692
849	0.2939607592
850	0.2939125899
851	0.2938786323
852	0.293832065
853	0.2937912237
854	0.2937441864
855	0.2937126188
856	0.2936606307
857	0.293604738
858	0.2935336268
859	0.2934863328
860	0.2934455045
861	0.2934085989
862	0.2933519743
863	0.2933270024
864	0.2932594718
865	0.2932146312
866	0.2931551587
867	0.2930922054
868	0.29305162
869	0.2929955929
870	0.2929628751
871	0.2929107858
872	0.2928814863
873	0.2928426194
874	0.292807698
875	0.2927723108
876	0.2927446334
877	0.2927080241
878	0.2926728362
879	0.292617022
880	0.2925397197
881	0.2925171333
882	0.2924658961
883	0.2923952491
884	0.2923568556
885	0.292312636
886	0.2922795219
887	0.2922347362
888	0.2921986801
889	0.2921172772
890	0.2920789028
891	0.2920426136
892	0.2919996368
893	0.2919823478
894	0.2919408483
895	0.2919057332
896	0.2918522536
897	0.2918058108
898	0.2917461386
899	0.2917065843
900	0.2916662337
901	0.2916122361
902	0.2915667139
903	0.2915139455
904	0.291454312
905	0.2914134622
906	0.2913553778
907	0.2913200281
908	0.291282838
909	0.2912378107
910	0.2911857298
911	0.2911331038
912	0.2910880504
913	0.2910482118
914	0.2909816705
915	0.2909447499
916	0.2909157038
917	0.2908893492
918	0.2908537229
919	0.2908239773
920	0.2907661639
921	0.2907426423
922	0.2907112687
923	0.2906681409
924	0.2906321845
925	0.2905865204
926	0.2905421431
927	0.2904757568
928	0.2904419298
929	0.2903805241
930	0.2903241251
931	0.2902933316
932	0.290250238
933	0.2902073498
934	0.2901471275
935	0.2901132468
936	0.2900670559
937	0.2900247029
938	0.289994359
939	0.2899387085
940	0.2899075546
941	0.289899603
942	0.2898702298
943	0.2898074233
944	0.2897695425
945	0.2897111107
946	0.2896721407
947	0.2896463884
948	0.2895993487
949	0.2895571174
950	0.2895060342
951	0.289479865
952	0.2894396498
953	0.2894109805
954	0.2893533057
955	0.2893164925
956	0.2892727368
957	0.2892227498
958	0.2891712786
959	0.289138702
960	0.2890991095
961	0.289047091
962	0.2890010708
963	0.2889609491
964	0.2889240193
965	0.2888609584
966	0.288847961
967	0.2888070682
968	0.2887702814
969	0.2887170235
970	0.2886795985
971	0.2886434804
972	0.2886080953
973	0.2885759159
974	0.2885392976
975	0.2884908649
976	0.2884550339
977	0.2884081557
978	0.288388492
979	0.2883150513
980	0.28825322
981	0.2882245322
982	0.288197455
983	0.288146307
984	0.288103411
985	0.2880439462
986	0.2879810048
987	0.2879448629
988	0.2879056311
989	0.2878687006
990	0.2878387516
991	0.2877898364
992	0.2877380659
993	0.2876962311
994	0.2876580773
995	0.2876173183
996	0.28756587
997	0.2875267138
998	0.2874629711
999	0.2874271554
